City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Ornes,NO,66.8689,13.7078,54.84,93,100,4,overcast clouds
342,Okha,RU,53.5739,142.9478,79.39,64,97,5.61,overcast clouds
343,Porto Novo,BJ,6.4965,2.6036,76.82,83,11,4.79,few clouds
344,Tutoia,BR,-2.7619,-42.2744,76.53,84,11,7.4,few clouds
345,Yarmouth,US,41.7057,-70.2286,70,84,1,1.01,clear sky
346,Clyde River,CA,70.4692,-68.5914,32.23,100,90,17.27,light snow
347,Meadow Lake,US,34.8014,-106.5436,77.31,57,94,7.31,overcast clouds
348,Bharatpur,IN,27.2167,77.4833,90.95,59,1,11.12,clear sky
349,Harper,LR,4.375,-7.7169,75,75,91,6.4,overcast clouds
350,Ancud,CL,-41.8697,-73.8203,36.93,83,100,2.64,overcast clouds
351,Port Blair,IN,11.6667,92.75,83.07,82,100,20.58,overcast clouds
352,Shimoda,JP,34.6667,138.95,86.11,62,2,10.76,clear sky
353,Sokoni,TZ,-6.4333,39.55,75.27,71,0,26.57,clear sky
354,Mao,ES,39.8885,4.2658,77.56,69,0,19.57,clear sky
355,Port Hardy,CA,50.6996,-127.4199,62.78,82,75,8.05,broken clouds
356,Kaohsiung,TW,22.6163,120.3133,92.08,88,75,3,broken clouds
357,Muhos,FI,64.808,25.9931,55.18,90,44,2.82,scattered clouds
358,Ust-Tarka,RU,55.5672,75.705,75.4,58,100,3.71,overcast clouds
359,Balkanabat,TM,39.5108,54.3671,82.81,74,0,7.54,clear sky
360,Tahta,EG,26.7693,31.5021,79.12,36,0,6.85,clear sky
361,El Alto,PE,-4.2714,-81.2147,63.84,85,85,12.08,overcast clouds
362,Pachino,IT,36.7186,15.0907,81.59,51,0,4.23,clear sky
363,Fomboni,KM,-12.28,43.7425,75.33,74,15,24.76,light rain
364,Natal,BR,-5.795,-35.2094,73.62,78,0,10.36,clear sky
365,Inongo,CD,-1.95,18.2667,67.14,66,88,4.25,overcast clouds
366,Ketchikan,US,55.3422,-131.6461,59.47,72,90,9.22,overcast clouds
367,Airai,TL,-8.9266,125.4092,77.31,21,19,3.91,few clouds
368,Berlevag,NO,70.8578,29.0864,45.09,84,100,23.69,overcast clouds
369,Carnarvon,AU,-24.8667,113.6333,64.47,53,90,13.8,overcast clouds
370,Gunnedah,AU,-30.9833,150.25,53.22,54,52,7,broken clouds
371,Zhigalovo,RU,54.8097,105.1578,80.02,36,2,4.88,clear sky
372,Terrace Bay,CA,48.7834,-87.1,60.42,74,36,4.43,scattered clouds
373,Oia,PT,40.5426,-8.5386,63.12,57,43,2.77,scattered clouds
374,Kichera,RU,55.9375,110.0997,77.14,36,62,8.16,broken clouds
375,Sakakah,SA,29.9697,40.2064,81.97,29,4,7.05,clear sky
376,Marawi,PH,7.9986,124.2928,84.16,53,14,6.46,few clouds
377,Ola,RU,59.5833,151.2833,56.3,91,99,8.7,overcast clouds
378,Waingapu,ID,-9.6567,120.2641,84.45,51,59,10.83,broken clouds
379,Elesbao Veloso,BR,-6.2019,-42.1403,73.69,58,1,5.88,clear sky
380,Sulangan,PH,11.1373,123.7228,85.19,72,77,17.05,broken clouds
381,Fairbanks,US,64.8378,-147.7164,69.76,59,75,11.5,broken clouds
382,San Pedro,PH,14.35,121.0167,80.15,93,90,3.44,smoke
383,Mbala,ZM,-8.8402,31.3659,52.18,80,52,14.32,broken clouds
384,Haicheng,CN,40.8516,122.7475,91.27,40,65,7.16,broken clouds
385,Astoria,US,46.1879,-123.8313,78.96,82,1,1.01,clear sky
386,Joensuu,FI,62.6012,29.7632,54.09,82,0,3.44,clear sky
387,Marathon,US,44.9,-89.7668,76.53,74,1,6.91,clear sky
388,Lasa,IT,46.6166,10.7002,68.88,95,85,3.18,overcast clouds
389,Pontalina,BR,-17.525,-49.4472,61.77,44,0,7.56,clear sky
390,Dingle,PH,10.9995,122.6711,86.52,68,82,18.48,broken clouds
391,Moose Factory,CA,51.2585,-80.6094,66.2,94,75,0,mist
392,Hervey Bay,AU,-25.2986,152.8535,69.91,41,40,12.77,scattered clouds
393,San Policarpo,PH,12.1791,125.5072,90.7,54,100,13.89,overcast clouds
394,Almaznyy,RU,48.0448,40.045,59.14,64,54,6.11,broken clouds
395,Tecolutla,MX,20.4833,-97.0167,80.51,83,1,7.43,clear sky
396,Ariquemes,BR,-9.9133,-63.0408,78.8,50,59,1.12,broken clouds
397,Lingao,CN,19.9103,109.6859,87.55,67,20,3.74,few clouds
398,Leningradskiy,RU,69.3833,178.4167,36.3,96,100,6.31,overcast clouds
399,Shenjiamen,CN,29.9576,122.298,79.5,96,100,16.69,overcast clouds
400,Serenje,ZM,-13.2325,30.2352,48.02,89,80,10.92,broken clouds
401,Mana,GF,5.6592,-53.7767,76.64,90,100,6.93,moderate rain
402,Camabatela,AO,-8.1881,15.375,56.59,72,0,2.44,clear sky
403,Ipilan,PH,8.8431,117.9033,87.46,65,100,13.38,overcast clouds
404,Ilulissat,GL,69.2167,-51.1,42.82,87,90,3.44,overcast clouds
405,Bay City,US,43.5945,-83.8889,73.62,92,1,4.61,mist
406,Perpignan,FR,42.75,2.75,74.53,58,0,5.75,clear sky
407,Takanabe,JP,32.1333,131.5,84.09,72,100,8.99,overcast clouds
408,Sukumo,JP,32.9333,132.7333,83.23,70,100,9.44,overcast clouds
409,Coquimbo,CL,-29.9533,-71.3436,49.73,100,0,4.61,clear sky
410,Gorele,TR,41.0308,39.0031,74.64,75,3,7.58,clear sky
411,Vallenar,CL,-28.5708,-70.7581,51.01,69,0,2.35,clear sky
412,Teknaf,BD,20.8624,92.3058,83.01,84,98,7.02,light rain
413,Xianyang,CN,34.3378,108.7026,85.24,58,0,6.71,light rain
414,Kostomuksha,RU,64.571,30.5767,53.76,68,100,7.25,overcast clouds
415,Saint-Francois,FR,46.4154,3.9054,59.47,99,90,3.44,fog
416,Aden,YE,12.7794,45.0367,80.71,82,100,10.6,overcast clouds
417,Santa Maria Del Oro,MX,25.9333,-105.3667,74.82,44,97,4.03,overcast clouds
418,Gravdal,NO,68.1214,13.5031,52.11,96,100,9.89,light rain
419,Dzaoudzi,YT,-12.7887,45.2699,76.89,73,75,20.71,broken clouds
420,Lavrentiya,RU,65.5833,-171,44.91,98,100,11.3,light rain
421,Otacilio Costa,BR,-27.4831,-50.1219,49.84,83,19,0.34,few clouds
422,Chake Chake,TZ,-5.2459,39.7666,74.3,71,2,20.31,clear sky
423,Ouallam,NE,14.3188,2.0866,81.9,66,42,6.26,scattered clouds
424,Severo-Kurilsk,RU,50.6789,156.125,57.81,89,99,2.86,overcast clouds
425,Youhao,CN,47.8667,128.8333,86.83,43,100,8.52,overcast clouds
426,Hambantota,LK,6.1241,81.1185,80.94,94,75,10.36,broken clouds
427,Stornoway,GB,58.2093,-6.3865,59.94,94,90,3.44,fog
428,Mareeba,AU,-17,145.4333,81.45,60,89,4.74,overcast clouds
429,Muzhi,RU,65.3667,64.6667,52,82,97,5.79,overcast clouds
430,Busca,IT,44.5181,7.4743,71.37,94,75,3.44,broken clouds
431,Provideniya,RU,64.3833,-173.3,47.77,98,100,11.95,light rain
432,Asyut,EG,27.181,31.1837,78.98,49,0,6.44,clear sky
433,Gizo,SB,-8.103,156.8419,81.88,77,83,10.11,moderate rain
434,Makaha,US,21.4694,-158.2175,85.91,69,90,13.8,overcast clouds
435,Vilcun,CL,-38.65,-72.2333,47.14,86,100,10.2,overcast clouds
436,Kaa-Khem,RU,51.6833,94.7333,70.72,63,100,1.95,overcast clouds
437,Lindi,TZ,-10,39.7167,66.72,60,0,10.87,clear sky
438,Raudeberg,NO,61.9875,5.1352,59.2,89,18,6.02,few clouds
439,Kabinda,CD,-6.1333,24.4833,64.6,40,8,6.22,clear sky
440,Vanavara,RU,60.34,102.2797,81.9,41,56,4.43,broken clouds
441,Usvyaty,RU,55.7456,30.7533,53.22,76,0,1.72,clear sky
442,Laguna,US,38.421,-121.4238,100.24,27,1,8.05,clear sky
443,Namangan,UZ,40.9983,71.6726,84.65,37,0,2.3,clear sky
444,Athmallik,IN,20.7219,84.5348,85.03,69,91,3.24,overcast clouds
445,Mananjary,MG,-21.2167,48.3333,62.89,90,100,12.91,light rain
446,Paulo Ramos,BR,-4.2167,-45.1833,72.99,57,20,1.95,few clouds
447,Roebourne,AU,-20.7833,117.1333,77.85,29,61,11.16,broken clouds
448,Petrovsk,RU,52.3064,45.3917,55.62,79,9,6.44,clear sky
449,Pocone,BR,-16.2567,-56.6228,74.55,38,0,5.79,clear sky
450,Seymchan,RU,62.8833,152.4333,58.82,82,100,2.93,overcast clouds
451,Fremont,US,37.5483,-121.9886,84.13,67,1,4,clear sky
452,Basco,PH,20.4487,121.9702,82.99,86,100,31.65,overcast clouds
453,Kuntaur,GM,13.6667,-14.8833,76.96,80,87,6.58,overcast clouds
454,Baracoa,CU,20.3467,-74.4958,79.39,88,33,5.17,scattered clouds
455,Caravelas,BR,-17.7125,-39.2481,68.31,68,2,5.44,clear sky
456,Sorong,ID,-0.8833,131.25,84.49,59,100,11.79,overcast clouds
457,Portneuf,CA,46.6906,-71.8901,71.55,100,98,0,overcast clouds
458,Mendi,PG,-6.1761,143.6513,64.2,87,80,3.36,broken clouds
459,Cap Malheureux,MU,-19.9842,57.6142,70.29,78,13,5.01,few clouds
460,Jiuquan,CN,39.7432,98.5174,82.33,34,97,2.93,light rain
461,Sibolga,ID,1.7427,98.7792,85.8,60,87,2.53,overcast clouds
462,Hedaru,TZ,-4.5,37.9,59.16,96,10,4.25,clear sky
463,Erdenet,MN,49.0333,104.0833,65.08,59,100,6.53,overcast clouds
464,Turukhansk,RU,65.8167,87.9833,75.85,51,0,17.76,clear sky
465,Sitka,US,57.0531,-135.33,57.09,77,90,10.36,light rain
466,Asmara,ER,15.3333,38.9333,59.13,78,90,4.47,overcast clouds
467,Aki,JP,33.5,133.9,84.15,63,100,6.46,overcast clouds
468,Golden,US,39.7555,-105.2211,80.37,44,40,3,smoke
469,Abatskoye,RU,56.2875,70.4555,67.64,91,100,3.74,overcast clouds
470,Porto Belo,BR,-27.1578,-48.5531,65.97,51,0,8.16,clear sky
471,Kapit,MY,2.0167,112.9333,91.54,53,90,1.1,overcast clouds
472,Buraydah,SA,26.326,43.975,86.45,16,9,2.73,clear sky
473,Kaduqli,SD,11.0167,29.7167,72.27,93,100,5.84,moderate rain
474,Praya,CV,14.9215,-23.5087,75.74,69,75,5.75,broken clouds
475,Aswan,EG,24.0934,32.907,83.5,30,0,8.05,clear sky
476,Xingtai,CN,37.0631,114.4942,87.87,61,0,10.94,clear sky
477,Disna,BY,55.568,28.1971,53.87,74,7,4.03,clear sky
478,Mikhaylovka,RU,50.06,43.2379,65.79,67,8,4.74,clear sky
479,Gazanjyk,TM,39.2446,55.5154,84.52,59,0,10.31,clear sky
480,Sabang,ID,5.8933,95.3214,83.46,70,100,13.51,overcast clouds
481,Mtwara,TZ,-10.2667,40.1833,68.04,60,1,18.23,clear sky
482,Kokopo,PG,-4.352,152.2633,84.92,65,16,5.41,few clouds
483,Murgab,TM,37.4966,61.9714,78.67,34,0,4.61,clear sky
484,Mathbaria,BD,22.2876,89.9593,85.84,77,100,7.67,overcast clouds
485,Codrington,AU,-38.2667,141.9667,48.18,82,100,15.39,light rain
486,Marshall,US,34.3834,-86.3333,81.37,77,1,0,clear sky
487,Toila,EE,59.4236,27.5025,58.68,69,33,9.44,scattered clouds
488,Gigmoto,PH,13.7796,124.39,86.02,72,100,14.88,overcast clouds
489,Barentu,ER,15.1139,37.5928,66.81,92,77,5.75,broken clouds
490,Bengkulu,ID,-3.8004,102.2655,84.18,62,2,0.65,clear sky
491,Eureka,US,40.8021,-124.1637,59.13,84,26,4,scattered clouds
492,Lagoa,PT,39.05,-27.9833,68.14,84,98,17.05,overcast clouds
493,Camacha,PT,33.0833,-16.3333,70.54,78,40,10.36,scattered clouds
494,Liverpool,GB,53.4106,-2.9779,59.68,77,100,6.91,overcast clouds
495,Zhireken,RU,52.8249,117.3076,62.58,84,99,5.75,light rain
496,Pafos,CY,34.7667,32.4167,76.91,64,20,5.75,few clouds
497,Mogadishu,SO,2.0371,45.3438,76.19,78,91,23.11,light rain
498,Taltal,CL,-25.4,-70.4833,57.58,73,0,6.15,clear sky
499,Wajir,KE,1.7471,40.0573,72.05,69,85,16.37,overcast clouds
500,Leninskoye,KZ,41.7589,69.3864,85.93,10,0,0.92,clear sky
501,Tikhvin,RU,59.6451,33.5294,48.22,68,67,3.62,broken clouds
502,Jalu,LY,29.0331,21.5482,76.06,42,0,7.02,clear sky
503,Taunggyi,MM,20.7833,97.0333,69.03,79,100,5.03,overcast clouds
504,Kanye,BW,-24.9667,25.3327,35.49,52,0,6.46,clear sky
505,Mayya,RU,61.7333,130.2811,74.52,43,2,10.22,clear sky
506,Aksarka,RU,66.5606,67.7975,59,69,79,11.88,broken clouds
507,Illapel,CL,-31.6308,-71.1653,46.06,94,6,1.01,clear sky
508,Chisindia,RO,46.2833,22.1,65.19,66,0,5.5,clear sky
509,Topolobampo,MX,25.6,-109.05,89.11,71,2,5.32,clear sky
510,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.7,73,0,12.28,clear sky
511,Bubaque,GW,11.2833,-15.8333,78.15,86,100,17.09,moderate rain
512,Petatlan,MX,17.5167,-101.2667,79.11,88,38,3.11,scattered clouds
513,Belyy Yar,RU,53.6039,91.3903,69.69,94,40,4.47,scattered clouds
514,Senanga,ZM,-16.1167,23.2667,49.44,90,0,6.13,clear sky
515,Salalah,OM,17.0151,54.0924,77.09,100,90,6.91,light intensity drizzle
516,Peleduy,RU,59.6289,112.7406,81.63,37,84,8.32,broken clouds
517,Vao,NC,-22.6667,167.4833,72.36,80,10,7.4,clear sky
518,Kostroma,RU,57.7708,40.9344,51.51,63,100,6.08,moderate rain
519,Dhuwaran,IN,22.2333,72.8,80.94,86,100,9.01,overcast clouds
520,Touba,CI,8.2833,-7.6833,67.23,98,92,5.88,overcast clouds
521,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,40,15.93,scattered clouds
522,Mersin,TR,36.862,34.6509,79.95,71,0,5.28,clear sky
523,Abu Zabad,SD,12.35,29.25,75,80,100,11.23,overcast clouds
524,Sumenep,ID,-7.0167,113.8667,83.75,63,28,14.67,scattered clouds
525,Dillon,US,34.4166,-79.3712,79.2,72,100,8.37,overcast clouds
526,Ardesen,TR,41.1911,40.9875,69.76,76,27,4.83,scattered clouds
527,Bosanska Krupa,BA,44.8825,16.1514,66.43,79,13,5.41,few clouds
528,Saint Anthony,US,45.0205,-93.218,82,39,1,4.61,clear sky
529,Sayhat,SA,26.4852,50.0405,95.34,49,76,2.75,broken clouds
530,Labuan,MY,5.2767,115.2417,89.76,79,40,3.44,scattered clouds
531,Pahalgam,IN,34.0333,75.3333,66.29,85,92,3.49,overcast clouds
532,Rawson,AR,-43.3002,-65.1023,46.24,46,100,17.96,overcast clouds
533,Chingirlau,KZ,51.095,54.0814,68.72,48,61,5.88,broken clouds
534,Bintulu,MY,3.1667,113.0333,86.41,84,20,3,few clouds
535,Pemangkat,ID,1.1667,108.9667,86.05,66,87,7.58,overcast clouds
536,Denpasar,ID,-8.65,115.2167,82.06,74,20,11.5,few clouds
537,Huarmey,PE,-10.0681,-78.1522,63.21,87,70,5.88,broken clouds
538,Imeni Babushkina,RU,59.7573,43.1285,51.17,64,54,3.53,broken clouds
539,West Bay,KY,19.3667,-81.4167,84.27,79,20,1.01,few clouds
540,Alta,NO,69.9689,23.2717,47.46,81,20,1.01,few clouds
541,Taoudenni,ML,22.6783,-3.9836,95.22,8,4,11.32,clear sky
542,Kirakira,SB,-10.4544,161.9205,83.57,77,51,9.1,broken clouds
543,Isangel,VU,-19.55,169.2667,86.11,70,20,5.75,few clouds
544,Bonfim,BR,3.0833,-59.95,80.44,72,100,4.16,overcast clouds
545,Bud,US,39.447,-86.1758,80.58,89,15,7.31,few clouds
546,Arequipa,PE,-16.3989,-71.535,59.07,15,75,4.61,broken clouds
547,Phalombe,MW,-15.8064,35.6507,51.58,91,14,5.19,few clouds
548,Tezu,IN,27.9167,96.1667,81.61,87,94,2.59,overcast clouds
549,Vero Beach,US,27.6386,-80.3973,83.03,84,1,1.01,clear sky
550,Novikovo,RU,51.1537,37.8879,59.99,75,0,3.78,clear sky
551,Port-Cartier,CA,50.0334,-66.8654,61.02,94,76,4.7,broken clouds
552,Gornopravdinsk,RU,60.05,69.9,60.46,77,100,2.26,overcast clouds
553,Svetlogorsk,BY,52.6333,29.7333,64.89,75,83,1.7,broken clouds
554,Lichfield,GB,52.6815,-1.8255,60.19,80,100,5.01,overcast clouds
555,Sur,OM,22.5667,59.5289,89.22,59,62,7.92,broken clouds
556,Golakganj,IN,26.1,89.8333,85.78,78,31,9.48,scattered clouds
557,Seminole,US,28.7086,-81.2081,83.07,91,1,6.91,clear sky
558,Ossora,RU,59.2353,163.0719,62.35,81,93,9.22,overcast clouds
559,Mayumba,GA,-3.432,10.6554,69.31,90,95,2.57,overcast clouds
560,Kloulklubed,PW,7.0419,134.2556,84.6,77,100,14.5,overcast clouds
561,Chicama,PE,-7.8447,-79.1469,64.6,83,31,6.49,scattered clouds
562,Igarka,RU,67.4667,86.5833,62.8,79,98,3.74,overcast clouds
563,Itamaraca,BR,-7.7478,-34.8256,70.48,87,34,10.54,scattered clouds
564,Barbacoas,CO,1.6715,-78.1398,74.03,95,100,1.07,light rain
565,Bajil,YE,15.0584,43.2851,79.18,80,93,2.86,overcast clouds
566,Kambove,CD,-10.8764,26.5969,51.84,77,34,8.05,scattered clouds
567,Seydisehir,TR,37.4193,31.8453,60.13,61,5,4.79,clear sky
568,Roald,NO,62.5833,6.1333,61.9,94,90,2.3,light intensity drizzle
569,Kozova,UA,49.4354,25.1509,62.02,79,0,5.44,clear sky
570,Dicabisagan,PH,17.0818,122.4157,89.87,60,100,5.3,overcast clouds
571,Joao Pinheiro,BR,-17.7425,-46.1725,59.2,54,0,6.02,clear sky
572,Chaoyang,CN,41.5703,120.4586,90.34,49,74,14.29,broken clouds
573,Notodden,NO,59.5594,9.2585,64.78,67,0,3.24,clear sky
574,Heanor,GB,53.0137,-1.3538,59,91,100,8.5,overcast clouds
575,Dwarka,IN,22.2394,68.9678,83.3,84,100,20.65,overcast clouds
576,Aguilas,ES,37.4063,-1.5829,81.77,60,68,0.81,broken clouds
577,Shush,IR,32.1942,48.2436,98.76,14,0,5.1,clear sky
578,Karratha,AU,-20.7377,116.8463,78.66,32,69,11.32,broken clouds
579,Mayo,US,38.8876,-76.5119,79.43,69,90,3,overcast clouds
580,Oinacu,RO,43.95,26.0167,67.77,68,0,3.96,clear sky
581,Angoche,MZ,-16.2325,39.9086,70.16,62,94,18.21,light rain
582,General Elizardo Aquino,PY,-24.4333,-56.7,73.87,40,2,9.28,clear sky
583,Missao Velha,BR,-7.2497,-39.1431,75.69,64,20,13.8,few clouds
584,Kota Tinggi,MY,1.7381,103.8999,88.03,60,75,7.52,broken clouds
585,Providencia,MX,28.7167,-111.5833,79.86,52,100,11.12,overcast clouds
586,Lashio,MM,22.9333,97.75,70,99,100,2.8,overcast clouds
587,Pontes E Lacerda,BR,-15.2261,-59.3353,71.83,51,0,3.09,clear sky
588,Srandakan,ID,-7.9386,110.2506,82.63,63,43,15.19,scattered clouds
589,Birjand,IR,32.8663,59.2211,73.87,14,0,0,clear sky
590,Cabot,US,34.9745,-92.0165,84.25,78,75,0,broken clouds
591,Thaton,MM,16.9206,97.3714,79.23,87,100,6.33,overcast clouds
592,Nha Trang,VN,12.25,109.1833,91.4,51,79,3.78,broken clouds
593,Iskateley,RU,67.6803,53.1512,46.51,89,100,12.17,overcast clouds
594,Chino Valley,US,34.7575,-112.4538,72.1,80,40,4,scattered clouds
595,Oulu,FI,65.0124,25.4682,55.51,100,0,6.91,clear sky
596,Raga,SS,8.4596,25.678,70.29,86,93,5.17,overcast clouds
597,Egvekinot,RU,66.3167,-179.1667,50.05,85,100,3.69,overcast clouds
598,Jaragua,BR,-15.7569,-49.3344,66.42,43,0,4.47,clear sky
599,Wajima,JP,37.4,136.9,90.28,55,40,4.61,scattered clouds
600,Myitkyina,MM,25.3833,97.4,76.44,98,100,2.04,overcast clouds
601,Iralaya,HN,15,-83.2333,79.07,86,100,8.79,overcast clouds
602,Vila,PT,42.0304,-8.1588,53.33,92,100,2.21,overcast clouds
603,Palampur,IN,32.1167,76.5333,75.47,85,72,2.77,broken clouds
604,Chokwe,MZ,-24.5333,32.9833,52.29,82,14,9.04,few clouds
605,Yichun,CN,47.7,128.9,85.84,42,100,9.33,moderate rain
606,Hare Bay,CA,48.8499,-54.0148,53.2,98,100,7.61,overcast clouds
607,Yamada,JP,39.4667,141.95,81.07,71,33,9.78,scattered clouds
608,Bathsheba,BB,13.2167,-59.5167,79.41,89,20,4.61,few clouds
609,Monte Patria,CL,-30.6919,-70.9467,48.2,80,0,0.98,clear sky
610,Westport,US,41.1415,-73.3579,75.06,82,1,4,clear sky
611,Mariental,NA,-24.6333,17.9667,44.04,42,15,10.65,few clouds
612,Pundaguitan,PH,6.3711,126.1689,84.78,72,98,10.22,overcast clouds
613,Dabakala,CI,8.3667,-4.4333,72.79,79,90,7,overcast clouds
614,Majene,ID,-3.5403,118.9707,82.36,69,77,12.24,broken clouds
615,Gushikawa,JP,26.3544,127.8686,87.39,85,75,18.41,broken clouds
616,Katobu,ID,-4.9408,122.5276,84.38,55,49,6.82,scattered clouds
617,Sunland Park,US,31.7965,-106.58,81.48,55,40,1.99,scattered clouds
618,Kargil,IN,34.5667,76.1,67.66,44,67,2.91,broken clouds
619,Upata,VE,8.0086,-62.3989,77.2,98,100,2.42,overcast clouds
620,Pecos,US,31.4229,-103.4932,90.43,45,1,3.44,clear sky
621,Oistins,BB,13.0667,-59.5333,78.89,89,20,4.61,few clouds
622,Gidam,IN,18.9833,81.4,79.79,80,100,9.37,overcast clouds
623,Leshukonskoye,RU,64.8989,45.7622,46.62,90,100,7.56,overcast clouds
624,Morondava,MG,-20.2833,44.2833,68.41,61,24,14.97,few clouds
625,Necochea,AR,-38.5473,-58.7368,49.03,90,100,12.82,overcast clouds
626,Otukpo,NG,7.1913,8.1329,68.92,96,39,2.77,scattered clouds
627,Honiara,SB,-9.4333,159.95,82.94,80,34,6.82,scattered clouds
628,Mandalgovi,MN,45.7625,106.2708,65.66,67,100,13.44,light rain
629,Costa Rica,BR,-23.4167,-54.65,65.64,40,0,8.05,clear sky
630,Lipin Bor,RU,60.2622,37.9763,56.97,63,100,8.9,overcast clouds
631,Wilmington Island,US,32.0036,-80.9737,79.99,71,20,0,few clouds
632,Bagdarin,RU,54.4333,113.6,64.58,62,100,6.91,overcast clouds
633,Chernyshkovskiy,RU,48.4219,42.2308,64.81,70,2,5.7,clear sky
634,Saint John,CA,45.2727,-66.0677,64.78,95,1,3.44,clear sky
635,Oranmore,IE,53.2683,-8.92,58.96,88,6,4.45,clear sky
636,Caloundra,AU,-26.8,153.1333,72.05,39,3,5.01,clear sky
637,Kaifeng,CN,34.7911,114.3483,86.86,64,0,2.64,clear sky
638,Rurrenabaque,BO,-14.4413,-67.5278,69.76,68,2,2.26,clear sky
639,Ulladulla,AU,-35.35,150.4667,55.87,42,2,19.53,clear sky
640,Rock Sound,BS,24.9,-76.2,81.95,78,72,10.6,broken clouds
641,Surgut,RU,61.25,73.4167,60.98,100,0,4.47,clear sky
642,Can Tho,VN,10.0333,105.7833,78.78,94,75,10.36,broken clouds
643,Korla,CN,41.7597,86.1469,91.56,22,0,18.84,clear sky
644,Yatou,CN,37.15,122.3833,85.64,60,100,7.99,light rain
645,Poum,NC,-20.2333,164.0167,73.99,74,16,4.43,few clouds
646,Hammerfest,NO,70.6634,23.6821,45.05,87,75,9.22,broken clouds
647,Yamethin,MM,20.4333,96.15,84.34,68,100,12.17,overcast clouds
648,Bilma,NE,18.6853,12.9164,87.33,46,81,6.67,broken clouds
649,Sola,VU,-13.8833,167.55,80.4,75,32,8.52,scattered clouds
650,Ikungi,TZ,-5.1333,34.7667,52.16,84,0,9.19,clear sky
651,Jacqueville,CI,5.2052,-4.4146,75.11,79,36,10.47,scattered clouds
652,Hami,CN,42.8,93.45,95.2,14,93,6.22,overcast clouds
653,Finschhafen,PG,-6.6024,147.8681,83.59,73,46,8.16,scattered clouds
654,Bilibino,RU,68.0546,166.4372,59.76,48,60,1.79,broken clouds
655,Itoman,JP,26.1247,127.6694,88.18,92,75,19.57,broken clouds
656,Fare,PF,-16.7,-151.0167,77.92,71,18,10.18,few clouds
657,Puerto Carreno,CO,6.189,-67.4859,74.97,91,100,4.18,light rain
658,Kanel,SN,15.4916,-13.1763,85.84,56,100,16.02,overcast clouds
659,Ormara,PK,25.2088,64.6357,82.53,83,99,9.84,overcast clouds
660,Long Xuyen,VN,10.3833,105.4167,78.75,68,100,15.97,overcast clouds
661,Rodnikovskaya,RU,44.7644,40.6656,69.22,66,92,3.62,overcast clouds
662,Paso De Los Toros,UY,-32.8167,-56.5167,65.16,77,95,11.18,overcast clouds
663,Jardim,BR,-21.4803,-56.1381,69.35,45,0,3.44,clear sky
664,Port Augusta,AU,-32.5,137.7667,60.94,48,8,20.42,clear sky
665,Gallup,US,35.5281,-108.7426,68.76,69,75,1.99,broken clouds
